Order_ID,Order_Date,Customer_ID,Customer_Name,Region,Category,Product_Name,Quantity,Unit_Price,Discount,Sales,Profit
ORD001281,2023-05-10,CUST0097,Thomas Din,South,Books,Machine Learning A-Z,3.0,590.93,0.05,1684.15,-126.15
ORD003202,2023-06-02,CUST0118,Jagrati Grover,South,Furniture,3-Seater Sofa,3.0,16961.82,0.3,35619.82,11304.67
ORD005897,2023-08-22,CUST0500,Pooja Mand,South,Clothing,Track Pants,1.0,4236.91,0.2,3389.53,1173.94
ORD000599,2023-05-26,CUST0290,Ekapad Narasimhan,East,Sports,Jump Rope,2.0,6802.46,0.05,12924.67,3380.97
ORD000620,2023-12-21,CUST0165,Sarthak Oza,NORTH,Clothing,Ethnic Saree,3.0,4806.27,0.0,14418.81,5421.56
ORD001228,2023-12-31,CUST0170,Yash Kibe,West,Electronics,Smartwatch,1.0,15773.47,0.0,15773.47,1392.98
ORD002633,2023-09-26,CUST0240,Suhani Shanker,South,Clothing,Men Formal Shirt,4.0,4250.43,0.0,17001.72,4565.03
ORD008829,2023-03-16,CUST0333,Upma Sidhu,West,Clothing,Rain Coat,1.0,4300.31,0.25,3225.23,974.4
ORD003539,2023-01-03,CUST0110,Yashica Sheth,West,Clothing,Rain Coat,1.0,2560.05,0.0,2560.05,943.65
ORD008297,2023-07-21,CUST0143,Krisha Srivastava,South,Groceries,Mixed Nuts 500g,4.0,478.87,0.0,1915.48,170.75
ORD003092,2023-12-27,CUST0021,Aarush Sodhi,North,Electronics,Smartphone X12,5.0,57234.9,0.0,286174.5,43762.42
ORD005664,2023-08-29,CUST0488,Lucky Butala,East,Clothing,Salwar Kameez,3.0,4715.03,0.3,9901.56,2373.8
ORD002782,2023-08-10,CUST0209,Charles Babu,South,Clothing,Winter Jacket,4.0,4384.94,0.1,15785.78,5846.32
ORD003422,2023-08-25,CUST0367,Sarthak Kari,West,Groceries,Oats 1kg,2.0,515.87,0.0,1031.74,63.58
ORD001501,2023-10-11,CUST0268,Rajeshri Kashyap,South,Groceries,Sunflower Oil 1L,5.0,341.3,0.3,1194.55,110.53
ORD005610,2023-06-17,CUST0055,Abha Pau,South,Electronics,"Laptop 15""",2.0,29007.12,0.0,58014.24,5076.31
ORD000230,2023-07-13,CUST0025,Andrew Bhardwaj,East,Furniture,Shoe Rack,4.0,43655.93,0.05,165892.53,38371.3
ORD003114,2023-11-22,CUST0073,Ethan Kamdar,West,Clothing,Ethnic Saree,4.0,3205.84,0.1,11541.02,3363.96
ORD001473,2023-07-29,CUST0483,Deepa Tara,East,Clothing,Men Formal Shirt,3.0,4674.63,0.05,13322.7,4842.72
ORD000524,2023-12-08,CUST0392,Yashawini Bhalla,South,Sports,Table Tennis Set,4.0,4870.7,0.05,18508.66,3838.45
ORD010594,2023-09-17,CUST0251,Faris Thakkar,South,Groceries,Turmeric Powder 200g,10.0,498.56,0.25,3739.2,-516.7
ORD007348,2023-04-17,CUST0152,Shaurya Som,North,Electronics,Smartwatch,5.0,30317.6,0.1,136429.2,20973.15
ORD005595,2023-01-18,CUST0260,Timothy Nori,South,Toys,Building Blocks,4.0,1993.23,0.1,7175.63,2599.92
ORD010476,2023-08-19,CUST0308,Charita Sule,North,Furniture,Office Chair,1.0,25476.24,0.1,22928.62,5653.0
ORD003510,2023-07-01,CUST0143,Krisha Srivastava,South,Sports,Resistance Bands,1.0,7737.95,0.0,7737.95,2055.62
ORD003320,2023-07-28,CUST0064,Lopa Date,West,Electronics,"Laptop 15""",3.0,10085.63,0.0,30256.89,3840.29
ORD006837,2023-07-16,CUST0198,Dev Wagle,North,Groceries,Turmeric Powder 200g,7.0,298.45,0.2,1671.32,171.0
ORD005692,2023-02-11,CUST0051,Shivansh Mistry,West,Groceries,Turmeric Powder 200g,6.0,481.28,0.1,2598.91,147.78
ORD001324,2023-02-18,CUST0314,Nathaniel Dani,South,Sports,Resistance Bands,3.0,6139.43,0.3,12892.8,2837.58
ORD000528,2023-03-10,CUST0286,Vanya Dada,East,Groceries,Organic Honey 500g,3.0,714.68,0.05,2036.84,152.1
ORD004464,2023-09-06,CUST0288,Amara Iyer,North,Groceries,Sunflower Oil 1L,8.0,301.27,0.0,2410.16,203.98
ORD011722,2023-06-19,CUST0404,Samesh Iyengar,North,Books,Machine Learning A-Z,5.0,640.11,0.0,3200.55,1412.59
ORD000143,2023-10-28,CUST0345,Jacob Prabhu,East,Groceries,Basmati Rice 5kg,4.0,706.48,0.15,2402.03,198.95
ORD011154,2023-04-21,CUST0378,Bahadurjit Nath,West,Groceries,Turmeric Powder 200g,9.0,364.21,0.3,2294.52,197.95
ORD001349,2023-02-08,CUST0200,Bishakha Walla,North,Electronics,"Laptop 15""",4.0,11693.07,0.05,44433.67,4350.94
ORD011680,2023-03-26,CUST0271,Gopal Dash,North,Sports,Table Tennis Set,3.0,5811.76,0.05,16563.52,3950.54
ORD008637,2023-01-01,CUST0480,Ranveer Gour,South,Groceries,Toor Dal 1kg,1.0,635.38,0.0,635.38,46.85
ORD000641,2023-05-26,CUST0100,Faqid Zachariah,West,Groceries,Green Tea Box,1.0,92.49,0.0,92.49,9.11
ORD001031,2023-10-23,CUST0273,Tanmayi Pai,North,Furniture,King Bed Frame,5.0,34991.86,0.25,131219.47,38178.15
ORD000352,2023-05-07,CUST0043,Zayan Swaminathan,South,Electronics,DSLR Camera,4.0,14887.77,0.0,59551.08,6902.42
ORD002316,2023-04-21,CUST0144,Abdul Rajagopalan,East,Electronics,Smartwatch,5.0,25303.44,0.15,107539.62,14165.43
ORD008714,2023-02-10,CUST0026,Mason Oommen,South,Books,Business Analytics,5.0,341.87,0.05,1623.88,495.39
ORD001883,2023-07-09,CUST0076,Vaishnavi Dar,South,Electronics,DSLR Camera,4.0,39496.86,0.0,157987.44,21373.43
ORD006918,2023-05-06,CUST0145,Kavya Sheth,West,Groceries,Oats 1kg,9.0,336.19,0.3,2118.0,142.88
ORD008315,2023-03-19,CUST0032,Bimala Kumer,North,Groceries,Organic Honey 500g,7.0,788.42,0.0,5518.94,549.32
ORD001771,2023-02-20,CUST0275,Rajata Baria,East,Electronics,Gaming Mouse,1.0,35627.58,0.0,35627.58,5539.85
ORD009995,2023-03-20,CUST0141,Anusha Kapoor,West,Sports,Yoga Mat,3.0,873.16,0.1,2357.53,466.34
ORD006202,2023-11-20,CUST0383,Ishani Chawla,South,Furniture,3-Seater Sofa,2.0,24025.0,0.05,45647.5,11328.42
ORD010173,2023-10-02,CUST0233,Yahvi Dhar,North,Groceries,Basmati Rice 5kg,1.0,531.18,0.25,398.38,22.54
ORD009406,2023-10-31,CUST0183,Hemani Dani,North,Groceries,Green Tea Box,10.0,294.5,0.0,2945.0,246.73
ORD005127,2023-03-12,CUST0213,Neel Narang,West,Clothing,Casual Shorts,5.0,1962.89,0.25,7360.84,2683.87
ORD004776,2023-05-13,CUST0061,Aarush Garg,South,Electronics,4K Smart TV,2.0,22956.05,0.05,43616.49,5489.88
ORD010934,2023-03-27,CUST0123,Shivani Maharaj,East,Sports,Jump Rope,3.0,2197.77,0.0,6593.31,-713.29
ORD002565,2023-11-01,CUST0355,Unnati Solanki,East,Groceries,Green Tea Box,10.0,533.6,0.05,5069.2,524.22
ORD002698,2023-06-19,CUST0484,Yug Srivastava,West,Sports,Yoga Mat,5.0,4158.54,0.0,20792.7,4148.35
ORD008963,2023-11-01,CUST0158,Zaid Purohit,North,Sports,Cycling Helmet,5.0,718.12,0.0,3590.6,554.13
ORD002925,2023-04-16,CUST0457,Amruta Gour,South,Sports,Cricket Bat,5.0,974.22,0.2,3896.88,1108.35
ORD000948,2023-07-07,CUST0351,Anirudh Kumer,North,Electronics,Gaming Mouse,2.0,56123.65,0.0,112247.3,15657.78
ORD006338,2023-08-25,CUST0414,Sai Maharaj,North,Toys,Remote Control Car,1.0,3575.89,0.0,3575.89,1040.52
ORD011846,2023-02-22,CUST0043,Zayan Swaminathan,South,Electronics,"Laptop 15""",1.0,83779.41,0.05,79590.44,8999.12
ORD003282,2023-04-12,CUST0129,Bimala Basak,South,Groceries,Whole Wheat Flour 5kg,3.0,109.52,0.05,312.13,30.49
ORD009443,2023-11-27,CUST0247,Geetika Chopra,East,Toys,Science Kit,5.0,1955.41,0.0,9777.05,2467.6
ORD002445,2023-01-10,CUST0150,Rayaan Chaudhary,South,Clothing,Denim Jeans,5.0,3189.91,0.25,11962.16,4608.52
ORD009676,2023-09-18,CUST0257,Idika Dewan,West,Groceries,Oats 1kg,8.0,645.16,0.1,4645.15,287.94
ORD001994,2023-11-10,CUST0489,Xavier Bawa,West,Clothing,Men Formal Shirt,2.0,611.05,0.25,916.57,228.55
ORD005949,2023-11-09,CUST0272,Zehaan Walia,East,Toys,LEGO City Set,5.0,3879.37,0.2,15517.48,3408.75
ORD007478,2023-09-05,CUST0398,Christopher Basu,South,Groceries,Whole Wheat Flour 5kg,5.0,108.43,0.2,433.72,41.72
ORD010082,2023-08-07,CUST0164,Teerth Soman,North,Sports,Yoga Mat,5.0,1602.12,0.0,8010.6,1791.16
ORD001950,2023-10-30,CUST0397,Jai Boase,West,Books,Excel for Beginners,2.0,372.18,0.15,632.71,205.64
ORD010403,2023-06-16,CUST0219,Nimrat Mall,West,Groceries,Whole Wheat Flour 5kg,6.0,386.37,0.15,1970.49,132.12
ORD011045,2023-08-19,CUST0405,Vyanjana Buch,NORTH,Books,Digital Marketing,4.0,957.01,0.1,3445.24,-495.51
ORD006769,2023-01-29,CUST0395,Amrita Balan,West,Groceries,Instant Coffee 200g,6.0,84.0,0.05,478.8,32.27
ORD002837,2023-11-05,CUST0470,Kabir Tripathi,West,Furniture,Wardrobe 3-Door,3.0,29847.15,0.1,80587.31,25805.45
ORD008671,2023-05-22,CUST0152,Shaurya Som,North,Groceries,Instant Coffee 200g,8.0,675.93,0.0,5407.44,462.32
ORD005850,2023-11-29,CUST0033,Vasana Ahuja,East,Sports,Yoga Mat,3.0,3041.04,0.15,7754.65,2154.52
ORD007377,2023-10-06,CUST0032,Bimala Kumer,North,Electronics,Smartwatch,4.0,78975.32,0.1,284311.15,29353.02
ORD000813,2023-03-14,CUST0327,Andrew Prasad,South,Toys,Remote Control Car,5.0,620.54,0.0,3102.7,1074.45
ORD003128,2023-06-23,CUST0480,Ranveer Gour,South,Groceries,Basmati Rice 5kg,4.0,165.23,0.1,594.83,45.81
ORD007259,2023-08-10,CUST0389,Reva Kaul,North,Groceries,Organic Honey 500g,7.0,312.17,0.05,2075.93,146.86
ORD010564,2023-10-04,CUST0500,Pooja Mand,South,Clothing,Ethnic Saree,5.0,2158.38,0.2,8633.52,2591.43
ORD003062,2023-01-25,CUST0480,Ranveer Gour,South,Toys,Building Blocks,4.0,2968.7,0.0,11874.8,4063.26
ORD011380,2023-12-25,CUST0206,Reyansh Gola,West,Groceries,Turmeric Powder 200g,5.0,288.54,0.3,1009.89,73.64
ORD010799,2023-02-28,CUST0440,Zansi Saxena,West,Sports,Cricket Bat,5.0,2579.4,0.15,10962.45,3024.67
ORD007768,2023-06-17,CUST0269,Fiyaz Verma,West,Furniture,3-Seater Sofa,3.0,40348.04,0.15,102887.5,27651.79
ORD006746,2023-02-27,CUST0439,Manbir Chacko,South,Groceries,Oats 1kg,4.0,586.39,0.25,1759.17,180.14
ORD005009,2023-02-21,CUST0003,Avi Johal,East,Furniture,Wardrobe 3-Door,4.0,35787.31,0.1,128834.32,33399.21
ORD002936,2023-02-13,CUST0130,Varsha Chana,North,Clothing,Casual Shorts,5.0,2225.48,0.15,9458.29,3331.83
ORD009837,2023-06-02,CUST0092,Neelima Sengupta,West,Sports,Cricket Bat,1.0,4423.74,0.3,3096.62,524.71
ORD005294,2023-03-21,CUST0260,Timothy Nori,South,Groceries,Organic Honey 500g,8.0,368.06,0.0,2944.48,189.06
ORD003941,2023-02-12,CUST0096,Vaishnavi Gandhi,South,Toys,Soft Stuffed Bear,2.0,3444.75,0.05,6545.02,2315.11
ORD004575,2023-07-11,CUST0177,Pratyush Koshy,West,Furniture,Shoe Rack,1.0,31076.49,0.25,23307.37,7211.22
ORD005305,2023-03-15,CUST0435,Ekalinga Chowdhury,East,Groceries,Sunflower Oil 1L,4.0,402.1,0.15,1367.14,80.28
ORD005672,2023-08-30,CUST0341,Isaac Vala,North,Clothing,Ethnic Saree,3.0,2875.53,0.0,8626.59,1848.69
ORD011522,2023-10-23,CUST0033,Vasana Ahuja,East,Electronics,USB-C Hub,1.0,75785.05,0.0,75785.05,11715.99
ORD007669,2023-03-17,CUST0059,Gopal Om,East,Groceries,Green Tea Box,7.0,281.6,0.1,1774.08,147.68
ORD001176,2023-12-22,CUST0384,,West,Furniture,Wooden Study Table,4.0,11322.94,0.0,45291.76,9205.54
ORD004550,2023-06-06,CUST0178,Sachi Chaudhuri,East,Groceries,Organic Honey 500g,1.0,597.72,0.15,508.06,47.45
ORD004101,2023-02-23,CUST0027,Januja Dalal,South,Clothing,Salwar Kameez,2.0,4003.16,0.0,8006.32,2097.41
ORD003826,2023-07-05,CUST0266,Tanay Sane,East,Electronics,Wireless Headphones,5.0,48550.92,0.05,230616.87,29143.73
ORD008316,2023-09-01,CUST0033,Vasana Ahuja,East,Groceries,Oats 1kg,7.0,174.58,0.1,1099.85,95.21
ORD000309,2023-09-07,CUST0348,Triya Rastogi,East,Sports,Resistance Bands,3.0,3863.4,0.15,9851.67,1745.73
ORD001620,2023-06-23,CUST0084,Atharv Sarma,South,Electronics,Smartwatch,3.0,52588.66,0.05,149877.68,20700.46
ORD009619,2023-03-28,CUST0186,Hemang Barad,East,Toys,Science Kit,2.0,3462.09,0.2,5539.34,1632.15
ORD005805,2023-09-09,CUST0467,Deepa Pandit,West,Clothing,Rain Coat,5.0,2962.99,0.15,12592.71,4064.48
ORD003129,2023-06-13,CUST0293,Vidhi Khatri,East,Sports,Yoga Mat,4.0,2477.37,0.1,8918.53,1750.36
ORD009159,2023-12-02,CUST0082,Nilima Rattan,South,Furniture,King Bed Frame,4.0,37081.55,0.05,140909.89,27743.37
ORD011329,2023-10-13,CUST0257,Idika Dewan,West,Electronics,Gaming Mouse,2.0,27264.63,0.0,54529.26,4971.07
ORD005602,2023-01-21,CUST0267,Dipta Batra,East,Groceries,Instant Coffee 200g,8.0,684.75,0.3,3834.6,261.15
ORD010808,2023-02-26,CUST0492,Pranav Gala,South,Groceries,Sunflower Oil 1L,9.0,83.92,0.2,604.22,62.04
ORD011094,2023-04-11,CUST0273,Tanmayi Pai,North,Electronics,Gaming Mouse,4.0,73953.0,0.0,295812.0,32271.15
ORD004108,2023-08-27,CUST0074,Maanas Sandhu,East,Clothing,Denim Jeans,3.0,752.98,0.0,2258.94,719.28
ORD002456,2023-01-24,CUST0372,Wazir Seshadri,North,Groceries,Oats 1kg,4.0,468.64,0.0,1874.56,112.04
ORD006708,2023-08-07,CUST0249,Bina Chander,East,Groceries,Green Tea Box,7.0,749.65,0.05,4985.17,349.71
ORD009786,2023-03-10,CUST0013,Charan Aggarwal,South,Toys,LEGO City Set,3.0,3904.41,0.1,10541.91,3495.89
ORD000091,2023-06-14,CUST0373,Ikbal Randhawa,East,Furniture,Shoe Rack,2.0,27706.72,0.05,52642.77,11801.88
ORD010484,2023-03-10,CUST0100,Faqid Zachariah,West,Books,Machine Learning A-Z,3.0,312.54,0.25,703.22,268.21
ORD008033,2023-06-20,CUST0064,Lopa Date,West,Groceries,Mixed Nuts 500g,3.0,706.9,0.0,2120.7,193.05
ORD010460,2023-06-18,CUST0497,Sai Desai,West,Sports,Football,4.0,5033.73,0.0,20134.92,4349.94
ORD006534,2023-01-16,CUST0393,Rachita Shroff,West,Electronics,Tablet Pro,3.0,57526.47,0.0,172579.41,22385.69
ORD001993,2023-01-13,CUST0263,Jacob Radhakrishnan,East,Clothing,Track Pants,5.0,4887.74,0.15,20772.89,8062.82
ORD008762,2023-10-22,CUST0102,Abdul Varty,West,Toys,Remote Control Car,3.0,2699.09,0.05,7692.41,2212.45
ORD010779,2023-02-16,CUST0193,Aashi Virk,West,Sports,Cricket Bat,5.0,7128.99,0.2,28515.96,6388.17
ORD002604,2023-09-07,CUST0299,Wahab Jain,North,Books,Excel for Beginners,4.0,966.11,0.0,3864.44,1463.07
ORD011390,2023-11-21,CUST0444,Yagnesh Rout,East,Clothing,Women Kurti,3.0,1391.22,0.1,3756.29,1045.69
ORD010764,2023-08-26,CUST0128,Anjali Mall,East,Clothing,Men Formal Shirt,1.0,1109.94,0.3,776.96,263.26
ORD005371,2023-10-02,CUST0277,Nirja Sarkar,North,Groceries,Green Tea Box,3.0,760.17,0.05,2166.48,221.48
ORD003058,2023-12-16,CUST0349,,West,Toys,Barbie Doll Set,4.0,998.37,0.05,3793.81,1320.67
ORD007611,2023-02-02,CUST0420,Zehaan Choudhury,West,Sports,Football,4.0,1407.65,0.0,5630.6,1076.35
ORD003031,2023-02-01,CUST0388,Ekavir Chawla,West,Groceries,Organic Honey 500g,5.0,108.5,0.2,434.0,30.2
ORD001347,2023-07-24,CUST0293,Vidhi Khatri,East,Clothing,Women Kurti,2.0,1483.07,0.15,2521.22,638.65
ORD000024,2023-10-05,CUST0497,Sai Desai,West,Sports,Jump Rope,1.0,6651.76,0.1,5986.58,964.77
ORD004391,2023-05-03,CUST0347,Warjas Varkey,East,Sports,Gym Gloves,4.0,1170.8,0.1,4214.88,1115.29
ORD010652,2023-12-10,CUST0173,Wahab Kothari,West,Groceries,Basmati Rice 5kg,5.0,252.34,0.05,1198.62,106.57
ORD006008,2023-08-29,CUST0074,Maanas Sandhu,East,Clothing,Casual Shorts,3.0,349.6,0.05,996.36,248.47
ORD004006,2023-04-14,CUST0285,Mitesh Padmanabhan,West,Sports,Running Shoes,3.0,6966.43,0.1,18809.36,-231.95
ORD007629,2023-09-11,CUST0227,Yashawini Loyal,East,Toys,Remote Control Car,2.0,266.39,0.05,506.14,144.79
ORD004176,2023-08-01,CUST0126,Chakrika Majumdar,North,Sports,Jump Rope,3.0,4488.63,0.2,10772.71,2470.58
ORD002314,2023-01-05,CUST0455,Sara Narang,North,Electronics,Gaming Mouse,5.0,38569.78,0.05,183206.45,16046.52
ORD005167,2023-12-25,CUST0141,Anusha Kapoor,West,Electronics,Smartwatch,3.0,34334.67,0.15,87553.41,12689.22
ORD001865,2023-08-23,CUST0166,Harita Nadig,East,Toys,Jigsaw Puzzle 1000,2.0,3134.94,0.05,5956.39,2090.13
ORD008744,2023-08-01,CUST0115,Saanvi Atwal,South,Groceries,Sunflower Oil 1L,2.0,533.71,0.0,1067.42,94.41
ORD007053,2023-01-22,CUST0001,Aditya Bhakta,North,Clothing,Rain Coat,5.0,1739.37,0.0,8696.85,1931.73
ORD006759,2023-06-06,CUST0418,Osha Gour,West,Sports,Football,1.0,7474.87,0.2,5979.9,1526.69
ORD004739,2023-02-18,CUST0446,Anthony Pandit,South,Sports,Resistance Bands,1.0,5953.2,0.15,5060.22,1294.28
ORD011714,2023-04-18,CUST0048,Anika Chauhan,North,Books,Leadership 101,2.0,832.52,0.0,1665.04,628.3
ORD003207,2023-06-03,CUST0104,Saksham Gola,North,Groceries,Whole Wheat Flour 5kg,10.0,635.3,0.0,6353.0,625.87
ORD002274,2023-03-21,CUST0143,Krisha Srivastava,South,Books,Machine Learning A-Z,4.0,697.51,0.0,2790.04,715.66
ORD006515,2023-11-28,CUST0177,Pratyush Koshy,West,Clothing,Women Kurti,2.0,2844.46,0.0,5688.92,2217.27
ORD004389,2023-08-06,CUST0228,Azad Nayak,North,Clothing,Sports T-Shirt,2.0,3918.45,0.1,7053.21,1665.88
ORD001758,2023-01-16,CUST0028,Kashish Hans,East,Electronics,Smartwatch,2.0,22111.14,0.05,42011.17,6187.68
ORD006168,2023-01-05,CUST0282,Anmol Nagar,East,Groceries,Whole Wheat Flour 5kg,2.0,762.0,0.0,1524.0,121.84
ORD003519,2023-02-03,CUST0132,Aadhya Kuruvilla,North,Electronics,USB-C Hub,3.0,10812.19,0.1,29192.91,3271.08
ORD005695,2023-07-13,CUST0354,Laban Sankaran,South,Toys,Building Blocks,1.0,467.97,0.1,421.17,145.1
ORD009484,2023-04-15,CUST0371,Unni Hora,West,Furniture,King Bed Frame,1.0,26869.95,0.0,26869.95,7393.39
ORD009757,2023-03-14,CUST0383,Ishani Chawla,South,Groceries,Mixed Nuts 500g,2.0,70.24,0.0,140.48,8.21
ORD010180,2023-10-03,CUST0470,Kabir Tripathi,West,Clothing,Rain Coat,2.0,4081.15,0.15,6937.95,2340.45
ORD004287,2023-02-09,CUST0484,Yug Srivastava,West,Groceries,Green Tea Box,1.0,130.89,0.0,130.89,12.94
ORD003600,2023-11-05,CUST0245,Naveen Dubey,East,Groceries,Instant Coffee 200g,5.0,786.82,0.05,3737.39,338.93
ORD004991,2023-04-06,CUST0213,Neel Narang,West,Electronics,USB-C Hub,5.0,78880.47,0.05,374682.23,42723.9
ORD010865,2023-11-22,CUST0101,Chakradev Kumar,West,Sports,Running Shoes,3.0,588.84,0.0,1766.52,497.03
ORD006747,2023-03-15,CUST0279,Zaitra Biswas,East,Groceries,Organic Honey 500g,9.0,204.17,0.2,1470.02,140.46
ORD005918,2023-12-24,CUST0444,Yagnesh Rout,East,Electronics,Smartphone X12,1.0,33956.06,0.1,30560.45,3502.48
ORD010935,2023-01-20,CUST0315,Kiaan Gulati,North,Clothing,Ethnic Saree,4.0,599.95,0.0,2399.8,667.48
ORD005765,2023-07-03,CUST0244,Kala Chand,East,Clothing,Casual Shorts,4.0,4595.55,0.05,17463.09,6189.81
ORD007281,2023-06-14,CUST0062,Veer Tandon,South,Clothing,Track Pants,2.0,3822.72,0.25,5734.08,1221.96
ORD009535,2023-12-25,CUST0494,Turvi Bahl,West,Furniture,Wooden Study Table,3.0,13226.64,0.1,35711.93,7031.23
ORD010731,2023-08-14,CUST0177,Pratyush Koshy,West,Clothing,Denim Jeans,2.0,1354.92,0.05,2574.35,703.99
ORD008296,2023-01-09,CUST0459,Vidhi Kari,West,Sports,Cricket Bat,2.0,1264.68,0.0,2529.36,594.92
ORD004981,2023-05-28,CUST0369,Alka Pal,South,Toys,Barbie Doll Set,4.0,2095.0,0.0,8380.0,2893.7
ORD009718,2023-12-06,CUST0201,Ira Banik,North,Electronics,USB-C Hub,5.0,34691.43,0.05,164784.29,20640.13
ORD009490,2023-06-02,CUST0033,Vasana Ahuja,East,Furniture,TV Stand,4.0,3893.76,0.0,15575.04,3835.2
ORD006130,2023-06-29,CUST0448,Wyatt Gade,West,Toys,Remote Control Car,4.0,1312.44,0.25,3937.32,1405.0
ORD008059,2023-08-11,CUST0420,Zehaan Choudhury,West,Sports,Badminton Racket,3.0,2360.3,0.15,6018.77,1372.14
ORD004879,2023-01-11,CUST0291,Kabir D’Alia,North,Electronics,Smartphone X12,1.0,72072.65,0.0,72072.65,6924.88
ORD008301,2023-09-05,CUST0405,Vyanjana Buch,South,Sports,Cricket Bat,5.0,4969.32,0.0,24846.6,6414.16
ORD011457,2023-04-10,CUST0478,Ubika Sampath,West,Clothing,Winter Jacket,2.0,1041.43,0.1,1874.57,655.18
ORD006345,2023-11-01,CUST0393,Rachita Shroff,West,Books,Power BI Guide,5.0,675.88,0.0,3379.4,1061.64
ORD004350,2023-01-13,CUST0089,,East,Groceries,Whole Wheat Flour 5kg,4.0,272.62,0.15,926.91,64.51
ORD001654,2023-11-12,CUST0282,Anmol Nagar,East,Sports,Cycling Helmet,2.0,4558.81,0.25,6838.22,1755.66
ORD011151,2023-12-16,CUST0235,Dipta Vala,North,Sports,Table Tennis Set,3.0,2677.75,0.0,8033.25,2267.37
ORD010662,2023-06-29,CUST0091,Lila Goel,South,Groceries,Sunflower Oil 1L,7.0,430.78,0.05,2864.69,164.5
ORD003055,2023-08-24,CUST0479,Janya Walia,West,Clothing,Track Pants,5.0,4518.52,0.0,22592.6,7497.06
ORD004345,2023-02-14,CUST0164,Teerth Soman,North,Sports,Yoga Mat,3.0,3467.94,0.1,9363.44,2290.0
ORD002798,2023-04-23,CUST0067,Neha Chadha,South,Groceries,Turmeric Powder 200g,7.0,547.21,0.05,3638.95,-342.26
ORD002045,2023-05-09,CUST0032,Bimala Kumer,North,Toys,Science Kit,2.0,2074.77,0.0,4149.54,876.85
ORD006016,2023-02-16,CUST0127,Upma Sanghvi,East,Clothing,Track Pants,3.0,1538.61,0.25,3461.87,1219.78
ORD010380,2023-10-09,CUST0335,Ishani Bakshi,South,Toys,Jigsaw Puzzle 1000,1.0,3203.19,0.1,2882.87,882.02
ORD011891,2023-02-10,CUST0468,Mason Bahl,North,Electronics,"Laptop 15""",1.0,68092.27,0.1,61283.04,8007.24
ORD010703,2023-11-27,CUST0229,Tanish Narula,North,Toys,Barbie Doll Set,4.0,235.62,0.05,895.36,302.52
ORD003516,2023-01-12,CUST0431,Neelima Chander,North,Toys,Board Game Monopoly,4.0,2993.45,0.15,10177.73,3576.67
ORD006525,2023-06-02,CUST0140,Harinakshi Mahal,East,Books,Power BI Guide,3.0,598.85,0.2,1437.24,352.17
ORD009389,2023-09-23,CUST0252,Urmi Sehgal,East,Furniture,Wardrobe 3-Door,,7401.49,0.0,7401.49,1679.16
ORD002656,2023-12-04,CUST0110,Yashica Sheth,West,Groceries,Oats 1kg,6.0,659.16,0.2,3163.97,328.07
ORD000944,2023-11-12,CUST0393,Rachita Shroff,West,Furniture,Dining Set 6-Seater,5.0,35081.07,0.1,157864.82,38836.49
ORD001277,2023-02-28,CUST0439,Manbir Chacko,South,Books,Power BI Guide,5.0,403.0,0.05,1914.25,545.84
ORD008169,2023-12-03,CUST0272,Zehaan Walia,East,Sports,Gym Gloves,2.0,5384.94,0.0,10769.88,2504.98
ORD003812,2023-10-05,CUST0220,Abha Bawa,West,Sports,Yoga Mat,1.0,6600.01,0.0,6600.01,1869.15
ORD003692,2023-05-15,CUST0374,Theodore Chaudry,East,Furniture,Dining Set 6-Seater,2.0,36188.89,0.1,65140.0,11760.43
ORD009700,2023-04-17,CUST0057,Anusha Ganesh,East,Clothing,Women Kurti,1.0,4839.54,0.1,4355.59,926.04
ORD007110,2023-10-09,CUST0068,Atharv Shenoy,East,Groceries,Whole Wheat Flour 5kg,6.0,773.64,0.15,3945.56,307.98
ORD011199,2023-12-07,CUST0069,Jalsa Konda,North,Groceries,Basmati Rice 5kg,7.0,65.11,0.1,410.19,25.9
ORD009863,2023-09-03,CUST0133,Lopa Chadha,North,Electronics,Gaming Mouse,5.0,42647.9,0.1,191915.55,29733.04
ORD000411,2023-10-08,CUST0244,Kala Chand,East,Furniture,Wardrobe 3-Door,5.0,4954.11,0.0,24770.55,6670.59
ORD005919,2023-11-01,CUST0293,Vidhi Khatri,East,Sports,Football,4.0,3930.97,0.2,12579.1,2786.08
ORD001764,2023-11-15,CUST0358,Daksh Shan,West,Sports,Yoga Mat,3.0,6890.48,0.3,14470.01,3916.62
ORD007639,2023-05-25,CUST0418,Osha Gour,West,Clothing,Salwar Kameez,2.0,3356.37,0.05,6377.1,1393.78
ORD004349,2023-08-22,CUST0218,Chandresh Sibal,East,Groceries,Green Tea Box,4.0,141.59,0.1,509.72,30.88
ORD006642,2023-01-08,CUST0383,Ishani Chawla,South,Electronics,Tablet Pro,3.0,53054.72,0.0,159164.16,22280.54
ORD003343,2023-12-20,CUST0308,Charita Sule,North,Electronics,4K Smart TV,3.0,59495.81,0.2,142789.94,17714.35
ORD003908,2023-05-16,CUST0227,Yashawini Loyal,East,Groceries,Mixed Nuts 500g,4.0,277.94,0.05,1056.17,108.43
ORD002856,2023-02-20,CUST0034,Bachittar Sarma,East,Clothing,Sports T-Shirt,1.0,2857.55,0.15,2428.92,-99.56
ORD010406,2023-12-04,CUST0449,Pratyush Hans,North,Clothing,Salwar Kameez,3.0,487.43,0.2,1169.83,408.44
